,caption,name,overall_rating,category,opening_hours
795,"This is in MBS itself, one of the levels, just beside Marquee. What is interesting is how a small entrance can lead to such a big interior. The Tori gates give you Japanese vibes. Reservations only here. You need to reserve at least a month in advance. When you arrive, you get seated at a waiting area, while they clear your table. Order via the waiters or waitresses. Still water is chargeable. Scan QR code to order menu. Toilet is on 2nd floor (interestingly).  Prices are definitely slightly pricier than usual. The big piece of salmon is around $38 for reference. But they are all very tasty and well cooked.  The interior is really big. There's a large bell with faces, and a bridge, giving the Japan vibes. The only drawback not everyone will appreciate is the dark setting of the restaurant overall, something you need to get used to. There are many tables to seat many customers inside. It can get a bit cramp.  Overall an interesting experience. Might come again but not anytime soon.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
796,"This place is about the deco/ ambience over the food. Personally prefer the lemon yuzu over the truffle unagi maki. The salmon avocado is extremely average. Unagi truffle maki is ok , not as good as people claim. Price wise, very expensive. Service is good. I don think I’ll go back second time for the food",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
797,"I was here to celebrate my 15th wedding anniversary. The food, service and atmosphere is really good. Thank you for the great first time experience 😊",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
798,"Super exotic, posh restaurant located in one of the best malls in the city. I knew about it, but the presence inside was too elegant. Food felt exotic, and special. The desserts are to die for. It was great experience. Highly recommended for a lavish lunch or dinner with a date or even to hang out with friends",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
799,Great atmosphere and interior design. Food was good I’d give 8.5/10 rating the foods. We didn’t order sashimi but they served us this… maybe it was misunderstanding and paid nearly $300 for all of these.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
800,"4 stars for the mains.. as I think we’re simply spoilt for access to really good Japanese restaurants in SG. Wasn’t blown away. Dessert was the highlight and cocktail was good.. and of course, the ambience and decor was great. Would come back just for the desserts. Paid 450, 3 pax",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
801,This place serves delicious fusion food and service. Would definitely recommend this place to anyone who loves fusion food and wants to try something different.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
802,"Very nice environment. Classy Japanese fine dining feel. Definitely a place you can bring your important guests. Ordered also the yellowtail with jalepeno sashimi. Yellowtail was fresh and so soft that it felt like they melt in your mouth, yet the jalapeños and fried red onions added some crispy texture. Cod fish ordered was generous in portion considering the fish wasn’t cheap. Juicy, with exterior torched brings this chunky oily fish to another level.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
803,"Chosen this restaurant for birthday celebration cause of the IG worthy interior. The ambience was cool, the music could be a little loud for certain group of people if you prefer quiet environment. We had snow aged nigata wagyu ribeyes, salmon pillows and truffle unagi maki. Dessert we had the signature bonsai, creative but taste is just fine. We liked the wagyu ribeyes and maki. We thought we paid for the dining experience more compared to food tho. Anyways service was alright. Worth trying at least once!",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
804,Absolutely loved coming here for the first time. Great service from the moment we arrived and food was fantastic. Highly recommend and will be back next time,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
805,"Excellent food! Service was professionally amiable. Instagrammable interior designing. Great cocktails. Jazz music, perhaps? Choice of music is bizarre.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
806,"Had extremely high expectations for this place as it boasts a waiting list for over a month. AND voted most romantic restaurant in Singapore. Food was good. Steak was delicious. The COD was one of the best I’ve had (but I don’t usually have fish). The dessert was visually nice and tasted decent too. Had the lemon and also the cheesecake. Lemon was sour but still tasty. The cheesecake was unbelievably good. Yes, the food was good, but was there anything above average that stood out? Not really. You are paying a premium for the environment and ambience. Total was; 2 lunch sets (beef and cod fish) plus unagi truffle sushi- almost 300sgd. Would I return? Probably not for a while.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
807,"Nice sake, food otherwise is okayish, nothing outstanding. Upscale place that comes with a price tag but the interior is something else.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
808,"A dining location setup to impress with good spacing and grand decorations!  Food wise, very generous serving portions. It’s overall OK. Basically, I won’t go back craving for any dishes.  Their complementary hot wet towel for refreshing is smelly. It’s like soaked in a bucket for days before serving up. Need to brush up.  Service wise - it’s fantastic!  Price wise - for the serving size and ambiance. It’s reasonable.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
809,"This is my 2nd time visiting this place as it is definite place for my wife and I to go where we will celebrate our wedding anniversary. The food is delicious (as always), especially the salmon pillow and the beef tartare (shown in the picture below).  Do make an appointment before you make your way down to avoid disappointment as the place is always full.  Special thanks to Rocky who is in charge of our table, we really appreciate your excellent service and your recommendation of the whisky (Sunset of Osaka).",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
810,"All the bad reviews about the food are correct.. Koma' s food is simply below average, I would dare to say even below Sushi Tei level. It's especially ridiculous considering the price they charge. I cancelled 2 of my main orders after disappointing appetizers and sushi to cut my losses. Such a waste when they have amazing atmosphere, stunning decoration and great location. I wish they hire better chef.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
811,"Food was good! Service level was slightly below expectation, not sure if it was because it was full house? It was quite difficult to get the attention of the staff when we want to order as well as asking for the bill. The food and ambience made up for it on the whole.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
812,"1st time to Koma without reservation as the decision was impromptu. Was offered either the counter seats or the drinking table. We took the latter. The experience turned out so unexpectedly pleasant. We were there for a quick simple dinner, but ended up staying there much longer than we planned. Totally love the ambience. Great service and food. Definitely going back again .",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
813,The place experience is amazing. The entrance brings you back to Kyoto. Ambient lighting and wow factor definitely when you enter into the main hall. We order the lunch menu. Either 2 courses and 3 courses set. The selection is basic. Unless you want to top up $150 for Wagyu. We felt the food wasn’t out of the world special. Only like the dessert base on presentation and taste. Overall average.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
814,"Went there for a birthday celebrations at lunchtime on Tuesday. It was packed shows how popular is this place. Too many guests too little staff, service is unsatisfactory. All 7 of us took the 3 course set meal, nothing to shout about other than just okay, but all the girl friends are satisfied of their need to take selfies, the interior is awesome, vibrant ambience with well curated music. Here's my verdict. Food: 3 stars Service: 3 stars Ambience: 4 stars Location: 5 stars.",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
815,"I arrived KOMA at approximately 2pm with my family (6 adults and 2 child) . Completed my main course while waiting for the rest to finish their. Some of our plates was cleared while the rest are still eating. Everyone finished their main course by 3.15 and we sat there waiting for our deserts. At around 3.40pm our deserts was still not here therefore i ask the waiter how long more will it take for our desert to be serve and his answer was, we have to clear your plates before we can serve your desert. In other words, i should have say you should not have interrupted our meal by clearing our plates while the others are having their meals. Basically, we sat there doing nothing for the past 30mins. After which the desert was serve at 3.50pm. This is my 3rd time here and the services is truly bad.  My glass of water was empty and no one bothers to top up. There's a minimum charge for our table since we have taken the table for 8 and if we knew we will forgo the baby chair. Thanks for reading and I definitely not coming bad anymore. Bye KOMA",KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
816,This place is soooooo amazing. The interior is so nice and the service is top notch. The food was really good too.,KOMA Singapore,4.3,Asian fusion restaurant,"Wednesday, 11:30 am to 3 pm, 5 pm to 12 am; Thursday, 11:30 am to 3 pm, 5 pm to 12 am; Friday, 11:30 am to 3 pm, 5 pm to 12 am; Saturday, 11:30 am to 3 pm, 5 pm to 12 am; Sunday, 11:30 am to 3 pm, 5 pm to 12 am; Monday, 11:30 am to 3 pm, 5 pm to 12 am; Tuesday, 11:30 am to 3 pm, 5 pm to 12 am. Hide open hours for the week"
817,The food here are very tasty and authentic especially the Lucy BBQ Seafood stall must try their grill stingray fish is fresh and tasty for other food too. The people we meet here are helpful and nice. We sure will come back here again.,Chomp Chomp Food Centre,4.2,Hawker Centre,"Wednesday, 4 pm to 12:30 am; Thursday, 4 pm to 12:30 am; Friday, 4 pm to 12:30 am; Saturday, 4 pm to 12:30 am; Sunday, 4 pm to 12:30 am; Monday, 4 pm to 12:30 am; Tuesday, 4 pm to 12:30 am. Hide open hours for the week"
818,"Surprisingly good chicken. I suggest having wireless paging system for food collection, rather than table service. I am sure your customers will understand as this is a hawker centre, and most shops expected self-service.",Chomp Chomp Food Centre,4.2,Hawker Centre,"Wednesday, 4 pm to 12:30 am; Thursday, 4 pm to 12:30 am; Friday, 4 pm to 12:30 am; Saturday, 4 pm to 12:30 am; Sunday, 4 pm to 12:30 am; Monday, 4 pm to 12:30 am; Tuesday, 4 pm to 12:30 am. Hide open hours for the week"
